Default,Gender,AvgBal,Income
No,M,821,34065
No,M,1086,29771
No,M,648,40277
No,M,0,49607
No,F,313,18072
No,M,478,24273
No,M,403,38630
No,F,865,8624
No,M,502,31575
No,M,972,35583
No,M,0,30836
No,F,823,12332
No,M,970,60397
No,F,881,15275
No,M,1315,42695
No,M,1150,34635
No,M,944,31378
No,M,270,36834
Yes,M,1393,37620
No,M,0,19572
No,M,940,38396
No,F,839,21176
No,M,143,34695
No,M,1493,30849
No,M,1193,55017
No,M,0,38687
No,F,1079,20073
Yes,F,2462,11879
No,M,614,17473
No,M,872,43155
No,M,880,45093
No,M,433,25085
No,M,618,29836
No,M,1115,38624
No,F,327,14939
No,F,889,15038
No,F,996,24897
No,M,1219,42550
No,F,984,16578
No,M,980,41753
No,M,422,34798
No,F,311,22649
No,F,1020,2703
No,F,1251,19275
No,M,1043,10694
No,M,437,22389
No,M,698,37028
No,M,297,43137
No,F,610,19010
No,M,0,40773
No,F,1231,20574
No,F,712,17273
No,M,772,39023
No,M,175,53019
No,F,125,20886
No,M,423,60171
No,M,365,31857
No,F,852,14171
No,F,1620,21782
No,M,1201,47637
No,M,765,39600
No,M,1344,26366
No,F,1670,23742
No,M,267,25865
No,F,1040,21213
No,M,247,37138
No,M,1283,36559
No,F,1070,12757
No,M,767,43427
No,M,1103,57828
No,M,925,26332
No,F,1035,15945
No,M,1808,40732
No,M,521,39915
No,M,1019,35813
No,M,1282,41481
Yes,M,1622,36578
No,M,0,35288
No,F,1849,18129
Yes,F,2117,12143
No,M,1002,44446
No,M,551,36604
No,F,149,22803
No,F,1361,22311
No,M,1136,38475
No,M,718,27956
No,F,652,23375
No,F,605,16153
No,M,759,41892
No,M,1205,24789
No,M,796,33761
No,M,506,36596
No,M,160,48121
No,M,340,49109
No,M,0,37113
No,F,1345,17319
No,M,368,51601
No,M,1005,43502
No,M,713,47455
No,M,385,25950
No,M,513,43847
No,M,0,26101
No,F,722,18311
No,F,1459,21187
No,M,389,23040
No,M,516,48304
No,M,576,26758
No,M,0,30287
No,M,1440,46113
No,F,1136,24963
No,M,327,20310
No,M,837,38033
No,M,1325,41590
No,M,245,27369
Yes,F,1875,17820
No,F,0,20217
No,M,1793,45117
No,F,1874,19592
No,M,1037,46389
No,M,91,46469
No,M,439,39391
No,F,1371,16205
No,F,951,17712
No,M,370,39287
No,M,689,43607
No,M,1452,37692
No,M,642,45107
No,M,618,50146
No,M,516,41923
No,F,720,24583
No,F,485,23261
No,M,930,30909
No,M,592,46381
No,F,753,12259
No,M,1255,17918
No,M,695,42856
No,M,431,51728
No,F,23,22197
No,F,585,16640
No,M,877,35055
No,M,1300,51339
No,M,1050,25446
Yes,M,1099,42591
No,M,764,60939
No,M,507,40625
No,M,41,52066
No,M,790,44073
No,F,867,11906
No,M,1352,33077
No,M,0,60204
No,M,338,30091
No,M,660,40886
No,M,1144,45548
No,F,1075,7031
No,M,536,43918
No,F,1170,8747
No,M,922,48137
No,M,1064,34678
No,F,1294,17445
No,M,846,34676
No,M,213,29592
No,M,501,36155
No,M,463,35621
No,F,722,18487
No,M,724,36490
No,M,209,40076
No,F,1109,18762
No,F,0,24000
No,M,960,23483
No,M,685,51857
No,M,1447,45552
No,M,1188,46732
No,M,1073,39554
No,M,1609,40078
No,M,1160,32979
No,M,621,15547
No,F,1367,23618
No,F,909,7284
No,M,524,41535
No,M,654,12697
No,F,1011,20983
No,F,130,15175
No,M,151,42801
No,M,585,41447
No,F,771,15594
No,M,1363,35360
No,F,415,18832
No,F,1647,16615
No,F,563,19670
No,M,844,50892
No,M,455,36591
No,M,459,49959
No,M,968,31642
No,M,84,42334
No,M,531,59740
No,M,1370,49090
No,M,692,39199
No,F,565,24342
No,F,1251,11230
No,M,378,30562
No,M,0,37362
No,F,0,21294
No,M,820,35951
No,F,247,16210
No,M,1490,35883
No,M,421,17137
No,M,1148,32013
No,F,1088,18053
No,M,295,48387
No,M,544,51965
No,F,1002,14153
No,M,809,51609
No,M,660,50537
No,F,1628,23517
No,M,752,50562
No,F,626,23123
No,F,486,20290
No,M,1302,64017
No,F,1234,15480
No,F,1220,11574
No,M,983,62141
No,F,306,13191
No,F,807,19270
No,M,789,36184
No,F,1482,23171
No,M,1229,59101
No,M,465,58247
No,M,958,15052
No,M,0,50634
No,M,1524,58551
No,M,0,33770
No,M,388,34086
No,M,1194,45588
No,F,1431,10767
No,F,1252,18922
No,F,208,19079
No,M,1596,34190
No,M,0,34213
No,M,1213,39344
No,M,407,40524
No,M,787,43014
No,F,695,14030
No,F,1113,19139
No,F,717,20628
No,M,375,39168
No,F,271,15729
No,F,1335,20468
No,M,281,35495
No,M,144,41627
No,M,1027,44269
No,M,128,33070
Yes,M,1809,33453
No,M,1626,61438
No,M,629,48381
No,F,385,22396
No,M,754,29021
No,M,650,33476
No,M,233,58489
No,M,1006,43472
No,M,82,29762
No,F,41,18665
No,M,511,25856
No,M,1589,54043
No,F,1127,23496
No,F,1243,23037
No,M,1730,48767
No,M,915,33888
No,M,65,31992
No,M,180,21403
No,M,989,48055
No,M,315,51113
No,M,607,36488
No,F,724,15836
No,M,832,44053
No,F,794,12520
No,M,1807,39083
No,M,395,29643
No,M,108,44764
No,M,807,27623
No,M,845,38411
No,M,660,39713
No,M,1249,39318
No,M,853,34238
No,M,879,47228
No,F,820,16585
No,M,0,38968
No,M,621,34549
No,M,918,49354
No,M,539,26165
No,M,747,42319
No,M,864,44429
No,F,392,9995
No,M,151,57657
No,M,873,34353
No,M,29,55369
No,M,229,57232
No,M,1190,27735
No,F,1846,12108
No,M,107,42776
No,M,2059,55022
No,M,915,46493
No,M,800,45702
No,M,890,34679
No,M,1184,43229
No,M,1143,42672
No,M,719,31372
No,M,848,43515
No,M,1067,50648
No,M,792,32574
No,M,826,37241
No,F,653,23492
No,M,828,36440
No,F,704,16510
No,M,774,29661
No,M,402,42978
No,M,412,30065
No,M,341,27262
No,F,1022,14501
No,M,1324,30517
No,F,1363,18205
No,M,347,24736
Yes,M,1610,35590
No,M,1314,40843
No,F,705,19126
No,M,706,45281
No,F,0,23735
No,M,0,23562
No,M,1563,52423
No,F,656,19039
No,F,780,20758
No,M,946,40039
No,M,1403,46208
No,M,322,52712
No,M,1824,22471
No,M,0,18064
No,M,602,26769
No,M,314,40016
No,M,1224,64440
No,M,487,55459
No,M,325,52839
No,M,98,48070
No,F,0,21666
No,F,346,15968
No,M,869,32571
No,M,438,37212
No,M,324,34130
No,M,1287,45569
No,F,940,20579
No,M,1385,35045
No,M,766,33216
No,M,599,53005
No,M,1153,17598
No,M,352,34360
No,M,226,59680
No,F,755,30340
No,M,1714,43899
No,M,970,33294
No,M,1025,34401
No,M,839,25272
No,M,1072,47029
No,F,687,18552
No,M,716,50128
No,M,1131,40314
No,M,1287,44826
No,M,938,33267
No,F,1881,14992
No,M,136,49373
No,F,1472,19775
No,M,773,37878
No,M,553,50688
No,M,1074,35873
No,F,137,22783
No,F,524,12062
No,M,725,33255
Yes,M,2041,50931
No,F,1416,22824
No,M,174,54993
No,M,805,36865
No,F,1008,13547
No,M,0,46911
No,M,1078,44474
No,M,769,32374
No,M,391,42212
No,F,0,19920
No,F,1319,18042
No,M,955,40699
No,M,1426,33666
No,F,1196,14916
Yes,M,2039,58606
No,F,1048,15847
No,M,995,46702
No,M,1657,29946
No,F,397,18244
No,F,595,13181
No,M,932,50210
No,M,1319,44778
No,M,24,36070
No,M,714,48915
No,M,892,53045
No,M,1794,44038
No,F,1412,17050
Yes,M,2025,64135
No,M,400,42578
Yes,M,1598,39163
No,M,1045,31754
Yes,F,2578,25707
No,M,1113,42292
No,F,645,16097
No,F,861,15874
No,F,408,21433
No,F,795,21591
No,M,1478,36547
No,M,634,33377
No,M,798,38081
No,M,0,30822
No,F,980,16381
No,M,831,27707
Yes,F,2083,20104
No,F,1436,21511
No,M,1467,28845
No,M,469,37879
No,M,1167,31032
No,M,844,32090
No,F,1539,15758
No,M,563,39068
No,M,1112,29230
No,M,246,33648
No,M,563,60196
No,M,917,42486
No,M,619,28477
No,F,1605,15467
No,M,848,42308
No,M,304,52544
No,M,779,31987
No,F,1464,13969
No,M,221,37783
No,M,592,39065
No,M,1011,34056
No,M,1194,49317
No,M,844,52238
No,F,180,19020
No,M,356,32120
No,F,1777,21281
No,M,27,25051
No,F,631,20754
No,M,188,49989
No,F,1511,11793
No,M,1008,22095
No,M,820,43830
No,M,112,40057
No,F,1676,20773
No,F,593,14833
No,M,492,36004
No,M,365,46096
No,M,1025,44195
No,M,613,38635
No,M,1457,38677
No,F,1763,13100
No,F,180,27351
Yes,F,1722,15180
No,M,0,36887
No,M,1030,69547
No,M,268,55295
No,M,1711,39020
No,M,0,33933
No,F,1296,22242
No,M,1722,21623
No,F,560,23546
No,M,677,41328
No,M,519,28231
No,M,626,18130
No,M,524,38021
No,M,0,50957
No,M,517,60791
No,M,563,22084
No,M,866,59741
No,F,618,24699
No,M,1429,41417
No,M,1196,34702
No,M,218,29211
No,M,1434,38039
No,M,506,48843
No,M,1322,34623
No,M,585,49318
No,M,815,35018
No,M,0,29022
No,F,490,21446
No,M,645,42211
No,M,1151,36469
No,M,1440,27533
No,F,858,12588
No,M,0,54054
No,M,0,36969
Yes,F,1402,15964
No,F,1172,23505
No,M,662,44664
No,F,1143,12894
No,M,785,37465
No,M,706,32900
No,F,1713,17432
No,M,862,38982
No,M,398,37095
No,F,704,16618
No,M,366,52361
No,M,1054,41782
No,M,190,53266
No,M,944,41883
No,M,0,35117
No,M,500,28353
No,M,866,59647
No,M,762,39173
No,M,1151,50099
No,M,53,51027
No,M,320,36057
No,M,0,62193
No,M,222,41217
No,F,1337,21309
No,F,1398,26605
No,M,795,37520
No,F,883,18213
No,M,1168,17199
No,M,257,38276
No,F,1273,17106
No,F,1935,17084
No,F,1704,17987
No,F,221,25668
No,M,323,51306
No,M,969,31477
No,M,385,50317
No,M,995,40907
No,M,758,40751
No,F,653,23515
No,F,903,15811
No,M,533,24858
No,F,1152,23250
No,M,1271,43879
No,M,136,44758
No,F,1172,15851
No,M,513,49990
No,M,172,28371
No,M,1256,42126
No,M,836,57506
No,M,1027,61064
No,F,1144,16002
No,F,683,15728
No,M,798,45378
No,M,97,62335
No,F,1436,7761
No,F,1326,15880
No,M,1463,50509
No,M,192,55659
No,M,855,44174
No,M,864,34598
No,M,477,46953
No,M,1156,50955
No,M,1128,32068
No,M,0,26942
No,M,313,31328
No,F,468,16372
No,F,1056,16811
No,F,989,13610
No,M,246,40463
No,M,586,43627
No,M,611,39175
No,M,258,40139
No,M,1093,37351
No,M,1388,27146
No,M,833,49705
No,M,1185,41803
No,F,917,17152
No,F,1427,22909
No,F,1413,19065
No,F,1593,18024
No,M,0,43312
No,M,1050,34804
No,M,1511,35899
No,M,895,37232
No,F,782,12196
No,M,0,59267
No,M,1095,38343
No,M,0,36851
No,F,876,18687
No,M,82,40937
No,M,371,34680
No,F,1438,19201
No,M,675,67279
No,M,1098,42229
No,M,593,47788
No,M,1167,35952
No,M,1115,33729
No,M,304,23867
No,M,354,40687
No,M,1269,39010
No,F,398,22711
No,M,607,49547
No,M,1667,47992
No,M,956,42972
No,M,668,38637
No,M,291,37604
No,F,827,18776
No,M,1102,48079
No,M,349,36519
No,F,991,8927
No,M,1224,32752
No,M,146,44667
No,F,697,18377
No,M,956,40740
No,F,1185,13276
No,M,1702,36530
No,M,0,45561
No,M,965,25046
No,M,331,25922
No,M,1307,35426
No,M,1637,45028
No,F,1092,11703
No,F,1499,17560
No,F,770,22115
No,F,1147,19189
No,M,1037,28438
No,M,627,50448
No,M,848,55260
No,F,1200,16455
No,M,1288,54666
No,M,675,33700
No,M,541,32503
No,F,1165,18389
No,M,1043,26141
No,M,989,42813
No,M,587,27798
No,M,932,33302
No,F,979,16514
No,M,959,47469
No,M,385,36019
No,M,645,43245
No,M,425,29502
No,M,613,33036
No,M,1381,47470
No,M,0,34750
No,M,1096,23954
No,M,946,38715
No,M,723,20962
No,F,888,20563
No,F,1050,19725
No,M,728,29189
No,M,1115,40084
No,F,1451,14185
No,F,629,16008
No,M,630,49059
No,F,1373,10776
No,F,747,13904
No,F,1401,16519
No,M,971,46534
No,M,637,49098
No,M,1778,34591
No,F,678,12787
No,M,1095,46618
No,F,880,23997
No,M,1449,38720
No,M,322,43774
No,M,1431,44105
No,F,1199,18884
No,M,168,47685
No,F,1143,15997
No,M,417,38105
No,M,1353,42194
No,M,1432,37793
No,M,481,35748
No,M,774,46082
No,M,0,38878
No,F,1187,14257
No,F,978,16680
No,M,1409,30626
No,M,1491,54836
No,F,1228,18937
No,M,1553,44426
No,M,1200,56081
No,M,985,45435
No,M,558,38015
No,F,779,16007
No,M,163,45183
No,F,575,16480
No,M,1150,39232
No,M,775,22692
No,M,867,30401
No,M,326,36682
No,F,880,14898
No,M,161,19133
No,M,906,38211
No,F,650,13475
No,M,197,35738
No,M,489,25407
No,M,449,13125
No,M,825,40958
No,F,601,18630
No,M,912,62142
No,M,619,41282
No,M,225,60276
No,M,369,63537
No,M,746,54891
No,F,782,22693
No,F,1051,23201
No,F,614,9506
No,M,864,30397
No,M,943,29623
No,F,1103,10672
No,F,1175,15445
No,M,491,51484
No,F,1131,21829
No,F,717,16319
No,F,517,17068
Yes,F,2039,12182
No,M,868,22176
No,M,111,33328
No,F,1588,13081
No,F,641,21680
No,F,1929,17570
No,F,760,18871
No,M,1306,35653
No,M,908,46791
No,M,872,28182
No,M,0,53302
No,M,0,33918
No,F,948,24073
No,M,223,40850
No,M,1238,30968
No,M,1319,36823
No,F,1030,9760
No,M,926,62765
No,M,426,42132
No,F,1902,21323
Yes,M,1940,41163
No,F,227,24282
No,M,837,51239
No,F,982,20148
No,M,1187,52689
No,F,316,13186
No,F,768,21498
No,F,970,13962
No,M,1175,50921
No,F,1684,20344
No,M,1121,48571
No,M,784,52617
No,M,605,38885
No,M,518,41755
No,M,270,41978
No,M,826,33987
No,M,624,51677
No,M,530,38329
No,F,1015,12240
No,M,289,44081
No,M,500,17104
No,M,566,37299
No,M,1005,34298
No,M,852,46321
No,M,613,34286
No,M,906,52998
No,M,1086,52508
No,M,1057,35807
No,M,253,27455
No,F,1401,16683
No,M,1529,36572
No,F,947,21946
No,M,0,30819
No,F,1313,15495
No,M,1269,43581
No,F,20,21530
No,M,0,34228
No,M,35,53407
No,M,897,31466
No,M,1044,38394
No,M,1165,33434
No,M,1299,55165
No,M,676,21758
No,F,1202,20551
No,M,1190,30746
No,F,535,13909
No,M,194,43151
No,M,431,46183
No,M,1048,59766
No,M,221,26453
Yes,F,1494,24126
No,F,857,15523
No,F,1636,10597
No,M,667,49215
Yes,M,1563,49303
No,M,256,48833
No,M,602,53801
No,M,1599,28825
No,M,151,36924
No,M,1389,35461
No,M,88,47925
No,F,1936,17970
No,F,1289,7678
No,M,872,45497
No,M,1334,44362
No,M,181,37380
No,M,791,48207
No,M,69,24556
No,M,941,54839
No,F,346,17867
No,M,215,39629
No,F,677,16999
No,M,596,37417
No,F,999,23689
No,M,1447,22434
No,M,464,44770
No,M,873,29749
No,M,382,25011
No,F,866,24263
No,F,1243,23635
No,M,1184,37600
No,F,757,25310
No,M,939,56226
No,M,561,61473
No,M,971,26853
No,M,519,30151
No,M,834,28023
No,F,546,19454
No,M,1057,39651
No,F,721,20223
No,M,1286,37443
No,F,406,30088
No,M,1024,33393
No,M,356,21319
No,M,657,31725
No,F,1169,25802
No,M,345,26227
No,F,535,24269
No,F,1223,21373
No,F,664,21437
No,F,592,20961
No,F,942,23363
No,M,435,35620
Yes,M,1804,23096
No,M,0,28356
No,M,0,39424
No,M,586,52204
No,M,707,42408
No,M,1492,61096
No,F,556,21651
No,M,683,44440
No,F,671,11857
No,M,1020,43593
No,F,1183,13211
No,F,1128,19323
No,M,1546,32692
No,M,1114,44196
No,M,843,41917
No,M,1048,34413
No,F,811,17252
No,F,501,26426
No,F,1032,21432
No,M,360,44082
No,M,1235,40155
Yes,M,2237,37114
No,M,751,32035
No,M,232,42466
No,M,1617,41825
No,M,982,49645
No,M,538,27285
No,M,136,48800
No,M,615,30905
No,F,824,11659
No,M,393,44149
No,F,759,18693
No,F,1744,17541
No,F,621,17504
No,M,1361,54705
No,M,254,37506
No,M,1392,48710
No,M,1508,43525
No,F,1824,19448
No,M,0,45381
No,M,729,36557
No,M,1471,56477
No,M,967,32202
No,M,641,38792
No,F,560,15720
No,F,1258,20011
No,M,1127,32771
No,M,1341,46264
No,M,751,50290
No,M,326,57313
No,F,906,20285
No,M,700,49035
No,M,996,51394
No,F,1034,23825
No,F,1465,14764
No,M,281,40383
No,M,726,41793
No,F,1163,15419
No,F,194,18003
No,M,743,50251
No,M,1404,43225
No,M,460,52709
No,M,1218,36290
No,M,904,51705
No,F,1474,19760
No,M,526,50764
Yes,F,1875,14958
No,M,701,42024
No,F,1165,23297
No,F,1804,23202
No,F,452,22483
No,M,1102,36232
No,F,1344,28198
No,M,606,38897
No,F,0,20963
No,M,0,47726
No,M,1141,36495
No,M,1598,42515
No,F,522,10316
No,F,838,13216
No,M,390,42322
No,F,806,22127
No,M,890,38376
No,F,237,21377
No,F,808,11804
No,M,694,46129
No,M,492,42143
No,F,461,12939
No,F,838,19806
No,M,676,38174
No,M,625,47406
No,M,45,27599
No,M,475,30800
No,M,1025,46114
No,M,696,40325
No,F,954,25821
No,M,1144,50690
No,F,683,22595
No,M,645,30277
Yes,F,2035,17134
No,F,1345,12235
No,F,1307,18083
No,M,706,52559
No,M,0,35577
No,M,501,35665
No,M,992,30776
No,F,957,19595
No,M,354,30726
No,M,839,47864
No,F,354,20531
No,F,751,16475
No,M,991,42768
No,F,1096,17856
Yes,M,1656,25640
No,F,0,17696
No,F,486,16100
No,M,850,34368
No,M,0,35026
No,F,767,21719
No,M,309,31232
No,M,245,29275
Yes,F,1013,19651
No,M,358,48565
No,F,1908,17643
No,M,1449,40495
No,M,464,38237
No,M,1492,40637
No,M,257,39020
No,M,0,23910
No,M,0,28784
No,M,818,43706
No,F,888,22902
No,M,1241,51511
No,M,829,10949
No,F,960,18482
No,M,1281,48837
No,F,1578,11951
No,F,1444,21441
No,F,648,13618
No,M,720,43654
No,M,64,47969
No,F,546,21615
No,F,1102,14010
No,M,1295,28001
No,M,341,33808
No,M,399,17349
No,M,710,31483
No,M,1468,26698
No,F,283,13371
No,M,544,46150
No,M,1586,42709
No,M,0,63251
No,M,1033,43595
No,M,1131,38834
No,M,544,24477
No,M,1117,33716
Yes,M,2155,34787
No,M,732,39433
No,M,592,33852
No,M,0,48026
No,M,454,27865
No,M,170,27006
No,M,917,37213
No,M,611,38389
No,M,259,33328
No,F,358,18141
No,M,813,49274
Yes,M,1743,22308
No,M,802,46182
No,M,675,26060
No,M,430,39921
No,M,1353,34089
No,F,1041,19428
No,M,1306,34412
No,M,1295,37712
No,F,583,23694
No,F,1409,21509
No,M,886,40487
No,M,516,39639
No,M,1866,58711
No,M,658,41225
No,M,270,49128
No,M,953,20749
No,M,630,24919
Yes,F,2025,9664
No,F,497,23119
No,M,49,37958
No,M,440,49358
No,M,1218,43996
No,F,1204,21524
No,F,1494,15627
No,M,0,44561
No,M,1205,47168
No,M,946,39928
No,F,808,16926
No,M,514,20632
No,M,1493,51510
No,M,738,25184
No,F,452,22316
No,M,997,35591
No,M,1082,30627
No,F,1001,19315
No,M,1059,49380
No,M,245,42703
No,M,579,32296
No,M,1181,35352
No,M,969,45192
No,M,0,36380
No,F,714,19996
No,M,0,38666
No,F,101,17315
No,M,1857,33499
No,M,620,41059
Yes,M,1816,31633
No,M,1508,31101
No,M,1171,38712
Yes,M,2064,37373
No,F,285,20478
No,M,878,29562
Yes,F,1741,18161
Yes,M,1994,44794
No,M,1290,42814
No,M,441,55971
No,F,1790,22953
No,M,821,68722
No,M,341,40255
No,M,217,31743
No,M,48,37536
No,M,501,49897
No,M,267,24155
No,M,624,54008
No,M,753,38672
No,F,0,23275
No,M,413,63794
No,M,895,26138
No,F,128,13942
Yes,M,1362,50322
No,M,593,55125
No,F,948,22048
No,M,784,47323
No,M,952,21990
No,M,448,26351
No,M,316,37323
No,F,1246,9847
No,M,681,42316
No,M,1208,38461
Yes,M,1292,50991
No,M,664,48090
No,M,436,38831
No,M,579,36182
No,F,819,22093
No,M,603,51230
Yes,F,2654,21930
No,M,0,51123
No,F,1487,21412
No,M,1467,46875
No,M,1168,40616
No,F,592,19745
No,F,1256,21758
No,M,390,53685
No,M,604,38759
No,M,940,33875
No,M,330,38151
No,M,1465,18600
No,F,1817,20751
No,F,1055,16174
No,F,536,23587
No,M,817,41995
No,M,1245,36158
No,M,983,19986
No,M,645,32298
No,M,897,35756
No,M,527,41574
No,M,0,28491
No,F,1428,12666
No,F,1262,15636
No,M,1283,46336
No,M,490,22751
No,M,887,41641
No,M,328,38500
No,F,1521,18019
No,M,326,25498
No,M,1817,29897
No,M,1534,35566
No,F,1657,10852
No,M,1270,36093
No,M,561,25254
No,M,0,26395
No,M,698,35707
No,M,1421,37438
No,M,696,36978
No,F,213,24516
No,F,929,23237
No,M,1676,25317
No,M,572,24932
No,M,355,36328
No,F,1315,21650
No,F,1007,17834
No,M,333,22939
Yes,M,1622,39229
No,M,0,44981
No,M,1132,19894
No,M,0,50496
No,M,1494,32743
No,M,47,29568
No,M,154,54332
No,M,459,21166
No,F,1261,22372
No,F,1080,18741
No,M,1814,32978
No,F,1740,21593
No,M,0,28176
No,M,983,20829
No,M,0,29775
No,F,139,13006
No,M,870,42397
No,F,584,14017
No,F,1509,25338
No,F,1282,25305
No,M,522,28401
No,M,1151,38342
No,F,1011,16429
No,F,1746,24537
No,M,1382,19024
No,M,500,31336
No,M,340,43309
No,M,254,50237
No,M,690,32761
No,M,743,33556
No,M,736,49119
No,F,585,19625
Yes,F,1277,19282
No,M,400,47291
No,M,182,45938
No,M,744,37543
No,M,731,26655
No,M,616,38687
No,M,499,56344
No,M,785,45599
No,F,969,16864
No,M,841,43372
No,M,181,35176
No,M,812,38324
No,M,1626,65027
No,M,962,43974
No,M,617,33369
No,F,479,19730
No,M,1018,30228
No,M,709,35087
No,M,423,40844
No,M,0,51719
No,F,936,25362
No,M,0,32809
No,F,1758,17427
No,M,734,30638
No,F,1050,16746
No,M,26,44092
No,M,646,36687
No,M,695,25545
No,M,537,28629
No,M,542,52447
No,M,812,46076
No,F,912,21083
No,M,621,50475
No,M,549,39131
No,M,929,42503
No,M,155,44714
No,M,36,49076
No,M,719,39158
No,M,379,31351
No,M,904,30891
No,M,1029,18701
No,M,343,67930
No,M,376,21298
No,F,502,13573
No,F,1232,15728
No,M,457,54894
No,F,1112,22709
No,M,1064,36475
No,F,896,19826
No,M,1407,43678
No,M,418,29856
No,M,685,14757
No,M,650,46138
No,M,495,26741
No,M,699,27002
No,M,848,42194
No,M,1185,35793
No,M,1316,54833
No,M,0,35775
No,M,629,32297
No,M,327,50562
No,M,0,45643
No,M,949,26961
No,M,1078,50335
No,M,1256,31706
No,M,1357,37664
No,M,564,37696
No,M,794,41932
No,F,412,9892
No,F,811,19926
No,F,1274,15594
No,M,1387,56325
No,F,575,22814
No,F,1614,11334
No,F,0,15572
No,M,950,32676
No,F,619,18297
No,M,1408,47496
No,M,466,41134
No,M,953,44894
No,F,18,13740
No,F,990,23417
No,F,1817,24601
No,M,747,41294
No,M,549,58539
No,F,993,20539
No,F,1447,16658
No,F,598,19795
No,F,80,14391
No,M,641,31307
No,F,563,25068
No,F,448,23541
No,F,1135,20068
No,M,1649,42149
No,F,818,22340
No,F,948,18107
No,F,1180,19871
No,M,761,54682
No,M,420,58264
No,F,1841,18001
No,M,103,13719
No,M,266,24833
No,M,1559,45256
No,F,221,20149
No,M,326,35015
No,M,1272,42671
No,M,906,46715
No,M,1071,35979
No,M,0,43160
No,M,722,22669
No,M,1453,43371
No,M,1207,33671
No,M,1118,32633
No,M,1282,56778
No,F,879,12055
No,M,735,51404
No,M,914,43460
No,M,4,22722
No,M,1064,38057
No,M,332,37265
No,M,839,43501
No,M,418,49670
No,M,539,23289
No,F,2134,19676
No,M,1651,34025
No,F,1153,13036
No,F,1065,16659
No,M,487,30839
No,F,771,18897
No,M,1202,42819
No,M,324,34576
Yes,M,2063,30839
No,M,1058,39315
No,M,796,38444
No,F,1380,15509
No,M,1201,23969
No,M,1114,40360
No,M,822,50689
No,M,1080,43216
No,F,663,12008
No,F,1344,27168
No,F,553,21358
No,M,473,63760
No,F,1807,17648
No,F,855,15349
No,F,791,20569
No,M,1380,48088
No,M,1523,30766
No,F,967,14725
No,F,886,12796
Yes,M,1324,18821
No,M,1351,46663
No,M,294,59129
No,M,1756,52498
No,M,439,46785
No,M,726,35504
No,M,1050,43172
No,M,1139,36978
No,M,568,39873
No,M,0,40767
No,M,573,42285
No,M,1270,43032
No,M,1444,19153
Yes,M,1927,59224
No,M,102,27910
No,M,547,36969
No,M,908,28577
No,M,283,42132
No,F,812,12853
No,F,1305,20574
No,F,534,21391
No,F,1421,20198
No,M,89,39915
No,M,839,36666
No,M,522,40717
No,M,489,46503
No,F,983,24554
No,M,443,43992
No,F,978,17638
No,F,317,17802
No,M,1034,21837
No,M,629,52090
No,M,1328,39878
No,F,1486,19164
No,M,761,19958
No,F,1204,19303
No,F,1368,12449
No,M,226,34305
No,M,902,37906
No,M,462,33157
No,M,1072,19959
No,M,424,25082
No,M,846,29812
No,F,952,12163
No,M,1080,44391
No,F,1396,21375
No,M,829,52561
No,M,830,40750
No,M,1626,32828
No,M,1058,37230
No,M,729,35634
No,F,155,20685
No,M,1583,15350
No,M,0,51740
No,M,529,42249
No,M,809,24821
No,F,132,20066
No,F,2149,15094
No,M,498,26591
No,M,489,26876
No,F,597,9519
No,F,1883,23990
No,F,748,17363
No,M,1047,42377
No,M,310,37697
No,F,1066,21129
No,F,1097,20564
No,M,1155,57641
Yes,M,2049,52569
No,M,1399,34194
No,M,130,53853
No,M,1400,52343
No,M,0,58233
No,F,552,21263
No,M,0,38250
No,M,247,18954
No,M,0,41360
No,F,656,15771
No,F,100,13941
No,F,1103,25386
No,F,928,20933
No,M,509,18221
No,F,420,24704
No,M,308,48124
No,M,733,40056
No,M,852,33211
No,M,1300,47581
No,F,204,16434
No,F,1558,17132
No,M,0,30098
No,M,1136,47721
No,M,986,34781
No,M,453,62912
No,M,775,46026
No,F,926,17661
No,M,1075,27835
No,M,844,44518
No,M,392,45823
No,F,1283,15638
No,F,1343,7032
No,F,1049,15815
No,F,729,17361
No,F,1203,19968
No,M,221,31764
No,M,149,36550
No,M,475,28183
No,F,962,14606
No,M,1166,36325
Yes,F,2208,19781
No,F,1245,24291
No,M,913,52793
Yes,M,1316,35457
No,M,81,37652
No,F,745,24690
No,M,1505,43036
No,F,903,13028
No,M,251,33569
No,M,857,34691
No,M,93,49609
No,M,1363,35388
No,M,147,41872
No,F,2014,15729
No,M,1112,43202
No,F,237,25220
No,M,1018,47723
No,M,150,39730
No,M,1074,47518
No,M,0,46461
No,F,1206,12951
No,F,713,20550
No,M,1352,40178
No,M,255,53697
No,F,842,23310
No,M,391,47083
No,F,639,12323
No,F,514,27444
No,M,792,48128
No,F,1205,11339
No,M,1001,53681
No,F,810,16248
No,M,798,43717
No,M,0,47393
No,M,990,48041
No,F,284,15352
No,M,1080,48227
No,M,1434,19865
No,M,793,28675
No,M,1352,24136
No,M,529,39925
No,M,692,39587
No,M,1086,36746
No,M,568,50643
No,M,1190,41966
No,F,289,15716
No,M,1440,28370
No,M,373,30826
No,M,733,38592
No,F,1096,10451
No,M,1118,61940
No,M,505,43659
No,F,230,24777
No,M,587,32622
No,F,514,15540
No,F,1213,13723
No,M,578,45066
No,M,1230,59755
No,F,1830,21019
No,F,973,16985
No,M,691,26989
No,M,782,49428
No,M,652,36348
